run_number,subrun_number,event_number
6549,104,5245
6580,33,1680
6622,70,3542
6752,11,597
6752,12,645
6440,24,1232
6347,41,2089
6580,44,2234
6580,45,2258
6696,41,2094
6683,221,11075
6431,39,1988
6478,1,86
6338,103,5170
6565,25,1262
6565,28,1414
6565,28,1425
6596,32,1627
6407,0,7
6608,58,2902
6528,56,2806
6528,58,2923
6528,58,2929
6382,59,2964
6629,29,1482
6664,168,8420
6664,174,8719
6334,72,3650
6461,68,3449
6339,74,3721
6339,75,3788
6339,79,3993
6343,166,8318
6634,116,5809
6634,116,5816
6634,123,6192
6748,179,8997
6347,83,4154
6347,83,4167
6370,30,1526
6564,106,5305
6564,108,5425
6564,109,5472
6564,111,5575
6683,159,7997
6611,11,598
6615,38,1941
6615,41,2087
6615,47,2362
6439,77,3865
6439,78,3939
6548,10,523
6548,18,950
6687,177,8882
6687,178,8919
6333,21,1068
6333,24,1239
6634,21,1065
6710,0,15
6379,102,5105
6379,103,5171
6748,43,2196
6408,1,78
6408,2,148
6600,148,7412
6600,152,7617
6600,153,7680
6600,153,7687
6507,158,7947
6421,0,2
6421,7,352
6344,11,554
6344,12,631
6344,14,736
6478,37,1882
6608,81,4065
6608,81,4072
6608,85,4292
6666,126,6343
6669,66,3348
6440,64,3216
6592,35,1774
6592,35,1778
6552,41,2097
6552,42,2108
6552,45,2270
6426,64,3222
6583,36,1822
6583,41,2099
6625,35,1758
6429,40,2025
6429,41,2069
6429,41,2074
6429,48,2402
6332,87,4394
6616,177,8893
6460,7,383
6510,15,800
6407,69,3469
6533,52,2626
6533,56,2806
6533,56,2812
6533,57,2883
6404,161,8099
6404,162,8123
6559,96,4836
6489,100,5012
6417,183,9178
6589,142,7108
6639,59,2972
6671,99,4969
6376,73,3683
6659,52,2639
6359,36,1849
6668,102,5136
6668,102,5139
6680,102,5145
6680,107,5390
6680,111,5552
6616,124,6213
6616,125,6280
6748,171,8554
6748,176,8816
6687,64,3215
6467,157,7862
6467,160,8034
6676,61,3086
6676,65,3273
6676,66,3306
6676,66,3339
6676,67,3381
6676,67,3388
6480,101,5054
6480,106,5337
6480,107,5353
6583,98,4932
6583,100,5009
6404,111,5591
6404,172,8617
6358,56,2827
6503,28,1403
6503,31,1598
6342,23,1182
6616,3,189
6672,72,3611
6572,116,5847
6572,118,5921
6344,61,3074
6354,17,892
6354,26,1328
6354,26,1350
6533,42,2114
6533,42,2140
6507,201,10068
6507,203,10197
6478,73,3688
6640,164,8224
6640,165,8287
6462,36,1837
6462,41,2059
6462,41,2098
6462,42,2105
6462,42,2127
6611,25,1267
6666,130,6541
6387,31,1571
6647,216,10809
6350,24,1247
6549,16,830
6583,5,297
6752,75,3793
6437,19,975
6686,3,161
6489,22,1118
6462,64,3239
6598,15,765
6621,33,1653
6649,100,5005
6649,102,5139
6649,103,5163
6388,31,1567
6664,55,2776
6666,24,1206
6564,61,3064
6506,46,2336
6528,140,7024
6528,141,7081
6350,81,4089
6350,84,4246
6483,118,5931
6680,71,3571
6441,100,5002
6419,4,229
6419,13,665
6615,58,2906
6615,62,3101
6615,66,3319
6608,5,293
6608,7,375
6687,77,3880
6592,72,3642
6340,162,8149
6340,144,7208
6752,122,6135
6752,130,6503
6752,134,6736
6429,76,3828
6565,202,10111
6426,76,3833
6339,143,7162
6339,145,7251
6343,31,1593
6343,35,1785
6343,36,1841
6752,170,8505
6752,173,8687
6568,14,702
6568,18,936
6591,170,8534
6664,84,4249
6664,85,4265
6381,170,8505
6676,20,1008
6676,25,1272
6507,50,2542
6507,51,2575
6493,19,971
6493,21,1052
6493,25,1256
6493,25,1265
6342,68,3418
6589,90,4520
6589,91,4594
6690,2,132
6690,2,145
6690,4,214
6462,74,3716
6462,76,3844
6482,116,5822
6482,128,6427
6482,134,6746
6614,143,7179
6501,17,897
6461,106,5328
6467,43,2193
6619,48,2433
6383,67,3361
6402,21,1070
6440,65,3298
6475,13,685
6614,76,3848
6634,36,1811
6426,138,6910
6426,141,7058
6620,120,6017
6688,60,3046
6559,41,2063
6559,44,2231
6440,40,2024
6440,44,2238
6425,110,5525
6528,78,3937
6528,79,3987
6528,79,3990
6528,82,4125
6528,82,4132
6420,97,4869
6444,141,7083
6444,144,7217
6663,121,6082
6749,217,10856
6749,219,10998
6559,27,1392
6615,117,5894
6421,18,909
6421,19,996
6448,119,5953
6354,124,6239
6579,14,739
6622,12,618
6671,131,6596
6671,135,6758
6342,42,2125
6579,31,1584
6579,90,4528
6623,41,2090
6623,43,2166
6623,45,2264
6482,57,2859
6640,114,5748
6352,1,93
6668,55,2759
6564,116,5831
6683,52,2618
6683,53,2697
6619,27,1366
6605,153,7700
6381,55,2783
6356,127,6380
6599,108,5432
6480,11,592
6462,84,4205
6690,131,6560
6685,3,162
6503,57,2885
6663,95,4751
6353,92,4632
6353,100,5038
6614,13,656
6571,7,386
6663,17,874
6663,17,900
6663,18,911
6663,19,959
6663,24,1245
6666,157,7890
6666,159,7966
6542,180,9045
6542,181,9070
6542,181,9085
6468,17,873
6534,50,2539
6534,53,2683
6534,57,2891
6346,22,1109
6699,4,201
6457,173,8692
6542,152,7649
6429,25,1295
6354,121,6100
6501,65,3277
6350,31,1560
6350,36,1837
6339,168,8433
6507,208,10434
6669,79,3965
6078,7,396
6664,237,11862
6429,67,3396
6429,68,3442
6483,102,5124
6483,104,5204
6483,106,5328
6483,107,5375
6483,109,5458
6649,113,5664
6517,66,3321
